person_id,positive_product_id,negative_product_id,negative_type
Lucy,the-batwing-tee#FrenchBlue,manhattan-stretch-tee#White,hard
Lucy,the-batwing-tee#FrenchBlue,manhattan-stretch-tee#Navy,hard
Lucy,the-batwing-tee#FrenchBlue,great-scot-merino-carcoat#Twilight,random
Georgia,snug-as-a-bug-jumper#Smoke,voyager-stripe-crew#Stripe,hard
Georgia,snug-as-a-bug-jumper#Smoke,makeover-blouse#LimeGreen,hard
Georgia,snug-as-a-bug-jumper#Smoke,snake-print-johnny-collar-top#BeigeSnake,random
Olivia,sugar-snaps-layers-tank#DuckEgg,natural-textured-poncho#Deeprain,hard
Olivia,sugar-snaps-layers-tank#DuckEgg,voyager-stripe-crew#Stripe,hard
Olivia,sugar-snaps-layers-tank#DuckEgg,sequin-cross-2-in-1-top#Navy,random
Georgia,sugar-snaps-round-neck-layer-tank#Black,voyager-stripe-crew#Stripe,hard
Georgia,sugar-snaps-round-neck-layer-tank#Black,makeover-blouse#LimeGreen,hard
Georgia,sugar-snaps-round-neck-layer-tank#Black,the-daily-cross-over-top#SkyBlue,random
Chelsea,the-flutter-sleeve-top#Denim,voyager-stripe-crew#Stripe,hard
Chelsea,the-flutter-sleeve-top#Denim,makeover-blouse#LimeGreen,hard
Chelsea,the-flutter-sleeve-top#Denim,the-pocket-tee#GreyStripe,random
Nikki,the-drape-tee-1#Black,natural-textured-poncho#Deeprain,hard
Nikki,the-drape-tee-1#Black,voyager-stripe-crew#Stripe,hard
Nikki,the-drape-tee-1#Black,the-printed-v-split-top#Natural,random
Nathalie,runaway-top#JetBlack,voyager-stripe-crew#Stripe,hard
Nathalie,runaway-top#JetBlack,makeover-blouse#LimeGreen,hard
Nathalie,runaway-top#JetBlack,icing-sugar-top#Ivory,random
Marnee,falling-for-you-cardi#Teal,natural-textured-poncho#Deeprain,hard
Marnee,falling-for-you-cardi#Teal,voyager-stripe-crew#Stripe,hard
Marnee,falling-for-you-cardi#Teal,midtown-ruffle-shirt#BoldRed,random
Miranda,the-frill-wrap-blouse#Spot,voyager-stripe-crew#Stripe,hard
Miranda,the-frill-wrap-blouse#Spot,makeover-blouse#LimeGreen,hard
Miranda,the-frill-wrap-blouse#Spot,picnic-top#BlackWhite,random
Marnee,roll-with-me-jumper#Chalk,natural-textured-poncho#Deeprain,hard
Marnee,roll-with-me-jumper#Chalk,voyager-stripe-crew#Stripe,hard
Marnee,roll-with-me-jumper#Chalk,the-zip-front-top#Blue,random
Jess,the-cross-front-spot-blouse#NavySpot,cara-tee-2#Blush,hard
Jess,the-cross-front-spot-blouse#NavySpot,cara-tee-2#WhiteBlk,hard
Jess,the-cross-front-spot-blouse#NavySpot,multi-stripe-jumper#NavyMulti,random
Fiona,the-shoulder-tie-top#White,natural-textured-poncho#Deeprain,hard
Fiona,the-shoulder-tie-top#White,wonderland-blouse#Ink,hard
Fiona,the-shoulder-tie-top#White,the-cut-out-shoulder-blouse#Blue,random
Fiona,birds-tee-1#Navy,natural-textured-poncho#Deeprain,hard
Fiona,birds-tee-1#Navy,wonderland-blouse#Ink,hard
Fiona,birds-tee-1#Navy,not-today-buttoned-cardigan#Almond,random
Fiona,flying-free-top-3#WhiteBird,natural-textured-poncho#Deeprain,hard
Fiona,flying-free-top-3#WhiteBird,wonderland-blouse#Ink,hard
Fiona,flying-free-top-3#WhiteBird,the-striped-top#BlueStripe,random
Kate,the-cross-over-blouse#RoyalBlue,natural-textured-poncho#Deeprain,hard
Kate,the-cross-over-blouse#RoyalBlue,animal-button-up-shirt#KhakiPrint,hard
Kate,the-cross-over-blouse#RoyalBlue,the-essential-layering-tee#White,random
Perrie,the-cut-out-shoulder-blouse#Black,natural-textured-poncho#Deeprain,hard
Perrie,the-cut-out-shoulder-blouse#Black,voyager-stripe-crew#Stripe,hard
Perrie,the-cut-out-shoulder-blouse#Black,waterfall-cardi-1#Navy,random
Summer,ally-long-sleeve-tee#CosmosPr,voyager-stripe-crew#Stripe,hard
Summer,ally-long-sleeve-tee#CosmosPr,natural-textured-poncho#Deeprain,hard
Summer,ally-long-sleeve-tee#CosmosPr,melbourne-stretch-cardigan#NavyWhtStr,random
Natalie,the-cross-over-blouse#Red,natural-textured-poncho#Deeprain,hard
Natalie,the-cross-over-blouse#Red,voyager-stripe-crew#Stripe,hard
Natalie,the-cross-over-blouse#Red,rib-tank-2#White,random
Bree,belle-half-sleeve-forgiver-tunic#MutedClay,cara-tee-2#Blush,hard
Bree,belle-half-sleeve-forgiver-tunic#MutedClay,cara-tee-2#WhiteBlk,hard
Bree,belle-half-sleeve-forgiver-tunic#MutedClay,the-everyday-shirt#Midnight,random
Ljubenka,34-sleeve-shirt-1#SkyWhite,the-uneven-hem-knit-1#Sage,hard
Ljubenka,34-sleeve-shirt-1#SkyWhite,natural-textured-poncho#Deeprain,hard
Ljubenka,34-sleeve-shirt-1#SkyWhite,natural-cross-back-knit#Lightsmoke,random
Georgia,stripe-me-happy-blouse#Ash,voyager-stripe-crew#Stripe,hard
Georgia,stripe-me-happy-blouse#Ash,makeover-blouse#LimeGreen,hard
Georgia,stripe-me-happy-blouse#Ash,off-shoulder-top-2#FloraLace,random
Anna,the-half-sleeve-tee#Black,voyager-stripe-crew#Stripe,hard
Anna,the-half-sleeve-tee#Black,makeover-blouse#LimeGreen,hard
Anna,the-half-sleeve-tee#Black,summer-breeze-top-1#White,random
Ljubenka,the-everyday-shirt#Rose,the-uneven-hem-knit-1#Sage,hard
Ljubenka,the-everyday-shirt#Rose,natural-textured-poncho#Deeprain,hard
Ljubenka,the-everyday-shirt#Rose,stara-cardigan#GreyMarle,random
Nadine,cotton-cashmere-v-neck-knit#Navy,makeover-blouse#LimeGreen,hard
Nadine,cotton-cashmere-v-neck-knit#Navy,pure-merino-fine-rib-v-neck#Charcoal,hard
Nadine,cotton-cashmere-v-neck-knit#Navy,clovis-shirt#NavyGold,random
Georgia,long-sleeve-softly-swinging-bamboo-tee#Smoke,voyager-stripe-crew#Stripe,hard
Georgia,long-sleeve-softly-swinging-bamboo-tee#Smoke,makeover-blouse#LimeGreen,hard
Georgia,long-sleeve-softly-swinging-bamboo-tee#Smoke,the-everyday-shirt#Midnight,random
Jess,the-cut-out-shoulder-blouse#Salmon,cara-tee-2#Blush,hard
Jess,the-cut-out-shoulder-blouse#Salmon,cara-tee-2#WhiteBlk,hard
Jess,the-cut-out-shoulder-blouse#Salmon,collared-shirt-1#White,random
Jude,falling-for-you-cardi#Mustard,voyager-stripe-crew#Stripe,hard
Jude,falling-for-you-cardi#Mustard,makeover-blouse#LimeGreen,hard
Jude,falling-for-you-cardi#Mustard,marlow-cardigan#Cream,random
Jess,ricki-one-shoulder-top#BlackWhite,cara-tee-2#Blush,hard
Jess,ricki-one-shoulder-top#BlackWhite,cara-tee-2#WhiteBlk,hard
Jess,ricki-one-shoulder-top#BlackWhite,drapey-stripe-tee#Navy,random
Mae-Lee,soft-and-true-tunic#Pine,side-buttoned-sweater#Buttoned,hard
Mae-Lee,soft-and-true-tunic#Pine,voyager-stripe-crew#Stripe,hard
Mae-Lee,soft-and-true-tunic#Pine,indi-crosover-front-blouse#MixedStrip,random
Miranda,the-boat-neck-top#Black,voyager-stripe-crew#Stripe,hard
Miranda,the-boat-neck-top#Black,makeover-blouse#LimeGreen,hard
Miranda,the-boat-neck-top#Black,printed-v-neck-top#Striped,random
Clementine,wrap-me-up-bamboo-top#BlueJeans,voyager-stripe-crew#Stripe,hard
Clementine,wrap-me-up-bamboo-top#BlueJeans,makeover-blouse#LimeGreen,hard
Clementine,wrap-me-up-bamboo-top#BlueJeans,lucy-rib-oversized-top#WhiteGrey,random
Jess,softly-swinging-bamboo-tee#Chambray,cara-tee-2#Blush,hard
Jess,softly-swinging-bamboo-tee#Chambray,cara-tee-2#WhiteBlk,hard
Jess,softly-swinging-bamboo-tee#Chambray,frost-cardigan#Mauvewoo,random
Jess,rise-top#Ink,cara-tee-2#Blush,hard
Jess,rise-top#Ink,cara-tee-2#WhiteBlk,hard
Jess,rise-top#Ink,wellington-tee#HeatheGrey,random
Sophia,the-asymmetrical-hem-sweater#Blush,cara-tee-2#Blush,hard
Sophia,the-asymmetrical-hem-sweater#Blush,cara-tee-2#WhiteBlk,hard
Sophia,the-asymmetrical-hem-sweater#Blush,belle-lace-trim-tee#GreyMarle,random
Marnee,long-sleeve-softly-swinging-bamboo-tee#TeaRose,natural-textured-poncho#Deeprain,hard
Marnee,long-sleeve-softly-swinging-bamboo-tee#TeaRose,voyager-stripe-crew#Stripe,hard
Marnee,long-sleeve-softly-swinging-bamboo-tee#TeaRose,the-spotted-tunic#GreySpot,random
Marnee,crossing-the-plains-sweater-1#Indigo,natural-textured-poncho#Deeprain,hard
Marnee,crossing-the-plains-sweater-1#Indigo,voyager-stripe-crew#Stripe,hard
Marnee,crossing-the-plains-sweater-1#Indigo,belle-flocked-tunic#White,random
Denniel,the-cross-over-blouse#Sunshine,natural-textured-poncho#Deeprain,hard
Denniel,the-cross-over-blouse#Sunshine,voyager-stripe-crew#Stripe,hard
Denniel,the-cross-over-blouse#Sunshine,lavaux-bell-sleeve#Mustard,random
Denniel,the-cotton-bamboo-tee#White,natural-textured-poncho#Deeprain,hard
Denniel,the-cotton-bamboo-tee#White,voyager-stripe-crew#Stripe,hard
Denniel,the-cotton-bamboo-tee#White,the-define-flute-sleeve-blouse#White,random
Jess,belle-ls-free-fall-tee#Greenland,cara-tee-2#Blush,hard
Jess,belle-ls-free-fall-tee#Greenland,cara-tee-2#WhiteBlk,hard
Jess,belle-ls-free-fall-tee#Greenland,under-the-stars-blouse#Petal,random
Emma,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,voyager-stripe-crew#Stripe,hard
Emma,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,makeover-blouse#LimeGreen,hard
Emma,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,the-linen-tie-sleeve-top#GreyMarle,random
Shadae,clio-knit-jumper#InkWhite,voyager-stripe-crew#Stripe,hard
Shadae,clio-knit-jumper#InkWhite,makeover-blouse#LimeGreen,hard
Shadae,clio-knit-jumper#InkWhite,cuddled-longline-cardigan#Sunflower,random
Nadine,juno-cardigan#GreyMarle,makeover-blouse#LimeGreen,hard
Nadine,juno-cardigan#GreyMarle,pure-merino-fine-rib-v-neck#Charcoal,hard
Nadine,juno-cardigan#GreyMarle,layered-tunic-1#PalePink,random
Tia,wrap-me-up-bamboo-top#Black,the-panel-luxe-top#BlkWhite,hard
Tia,wrap-me-up-bamboo-top#Black,the-panel-luxe-top#SilvWhite,hard
Tia,wrap-me-up-bamboo-top#Black,long-sleeve-softly-swinging-bamboo-tee#TeaRose,random
Laura,true-love-bell-blouse#Jade,cara-tee-2#Blush,hard
Laura,true-love-bell-blouse#Jade,cara-tee-2#WhiteBlk,hard
Laura,true-love-bell-blouse#Jade,henson-jumper#Cream,random
Summer,capri-tank-3#Black,voyager-stripe-crew#Stripe,hard
Summer,capri-tank-3#Black,natural-textured-poncho#Deeprain,hard
Summer,capri-tank-3#Black,messina-knit-1#Shiraz,random
Shadae,fundamental-split-hoodie#Navy,voyager-stripe-crew#Stripe,hard
Shadae,fundamental-split-hoodie#Navy,makeover-blouse#LimeGreen,hard
Shadae,fundamental-split-hoodie#Navy,wonderlust-tee#BurntOran,random
Fiona,the-cotton-tie-detail-top#Ivory,natural-textured-poncho#Deeprain,hard
Fiona,the-cotton-tie-detail-top#Ivory,wonderland-blouse#Ink,hard
Fiona,the-cotton-tie-detail-top#Ivory,billow-top#Black,random
Gemma,button-through-animal-shirt#Animal,voyager-stripe-crew#Stripe,hard
Gemma,button-through-animal-shirt#Animal,makeover-blouse#LimeGreen,hard
Gemma,button-through-animal-shirt#Animal,the-pirate-in-me-shirt#White,random
Laura,the-everyday-shirt#Rose,cara-tee-2#Blush,hard
Laura,the-everyday-shirt#Rose,cara-tee-2#WhiteBlk,hard
Laura,the-everyday-shirt#Rose,mauevewood-crew#YellowWhit,random
Fiona,the-french-cuff-shirt#White,natural-textured-poncho#Deeprain,hard
Fiona,the-french-cuff-shirt#White,wonderland-blouse#Ink,hard
Fiona,the-french-cuff-shirt#White,maui-stretch-tee#NavyWhtStr,random
Clementine,the-cotton-bamboo-tank#Moonbeam,voyager-stripe-crew#Stripe,hard
Clementine,the-cotton-bamboo-tank#Moonbeam,makeover-blouse#LimeGreen,hard
Clementine,the-cotton-bamboo-tank#Moonbeam,mauevewood-crew#YellowWhit,random
Chelsea,jersey-split-back-hooded-top#NavyStrip,voyager-stripe-crew#Stripe,hard
Chelsea,jersey-split-back-hooded-top#NavyStrip,makeover-blouse#LimeGreen,hard
Chelsea,jersey-split-back-hooded-top#NavyStrip,dahlia-lace-trim-blouse#Dusk,random
Summer,rib-tank-2#Red,voyager-stripe-crew#Stripe,hard
Summer,rib-tank-2#Red,natural-textured-poncho#Deeprain,hard
Summer,rib-tank-2#Red,softly-swinging-bamboo-tee#Navy,random
Mae-Lee,the-cut-out-shoulder-blouse#Clay,side-buttoned-sweater#Buttoned,hard
Mae-Lee,the-cut-out-shoulder-blouse#Clay,voyager-stripe-crew#Stripe,hard
Mae-Lee,the-cut-out-shoulder-blouse#Clay,arya-frilled-blouse#Oyster,random
Laura,falling-for-you-cardi#Khaki,cara-tee-2#Blush,hard
Laura,falling-for-you-cardi#Khaki,cara-tee-2#WhiteBlk,hard
Laura,falling-for-you-cardi#Khaki,kimono-top-36#BlueMarle,random
Summer,cuddled-longline-cardigan#Sunflower,voyager-stripe-crew#Stripe,hard
Summer,cuddled-longline-cardigan#Sunflower,natural-textured-poncho#Deeprain,hard
Summer,cuddled-longline-cardigan#Sunflower,the-half-sleeve-tee#Black,random
Emma,belle-v-neck-forgiver-tunic#Black,voyager-stripe-crew#Stripe,hard
Emma,belle-v-neck-forgiver-tunic#Black,makeover-blouse#LimeGreen,hard
Emma,belle-v-neck-forgiver-tunic#Black,the-zip-front-top#Blue,random
Gemma,ella-funnel-neck-top#Khaki,voyager-stripe-crew#Stripe,hard
Gemma,ella-funnel-neck-top#Khaki,makeover-blouse#LimeGreen,hard
Gemma,ella-funnel-neck-top#Khaki,maui-stretch-tee#White,random
Maddy,the-cross-over-blouse#Silver,natural-textured-poncho#Deeprain,hard
Maddy,the-cross-over-blouse#Silver,voyager-stripe-crew#Stripe,hard
Maddy,the-cross-over-blouse#Silver,spot-layered-tee#Blue,random
Amanda,the-longline-cardi-1#Nude,natural-textured-poncho#Deeprain,hard
Amanda,the-longline-cardi-1#Nude,voyager-stripe-crew#Stripe,hard
Amanda,the-longline-cardi-1#Nude,belle-half-sleeve-forgiver-tunic#Apricot,random
Ljubenka,belle-v-neck-forgiver-tunic#White,the-uneven-hem-knit-1#Sage,hard
Ljubenka,belle-v-neck-forgiver-tunic#White,natural-textured-poncho#Deeprain,hard
Ljubenka,belle-v-neck-forgiver-tunic#White,the-pleated-sleeve-top#Sage,random
Madeline,natural-pattern-cocoon-cardigan#Blossom,voyager-stripe-crew#Stripe,hard
Madeline,natural-pattern-cocoon-cardigan#Blossom,makeover-blouse#LimeGreen,hard
Madeline,natural-pattern-cocoon-cardigan#Blossom,merino-boyfriend-cardigan#MelangeStr,random
Natalia,the-asymmetrical-hem-sweater#Blush,voyager-stripe-crew#Stripe,hard
Natalia,the-asymmetrical-hem-sweater#Blush,makeover-blouse#LimeGreen,hard
Natalia,the-asymmetrical-hem-sweater#Blush,capri-tank-3#Navy,random
Summer,hem-frill-stripe-top#SoFrilled,voyager-stripe-crew#Stripe,hard
Summer,hem-frill-stripe-top#SoFrilled,natural-textured-poncho#Deeprain,hard
Summer,hem-frill-stripe-top#SoFrilled,natural-crossover-knit-1#Stormcloud,random
Georgia,falling-for-you-cardi#Port,voyager-stripe-crew#Stripe,hard
Georgia,falling-for-you-cardi#Port,makeover-blouse#LimeGreen,hard
Georgia,falling-for-you-cardi#Port,the-boat-neck-top#Black,random
Laura,softly-swinging-bamboo-tee#Chambray,cara-tee-2#Blush,hard
Laura,softly-swinging-bamboo-tee#Chambray,cara-tee-2#WhiteBlk,hard
Laura,softly-swinging-bamboo-tee#Chambray,the-sleeve-detail-knit#Ivory,random
Palatina,the-essential-pullover#DustyPeach,cara-tee-2#Blush,hard
Palatina,the-essential-pullover#DustyPeach,cara-tee-2#WhiteBlk,hard
Palatina,the-essential-pullover#DustyPeach,crossing-the-plains-sweater-1#Indigo,random
Alex,the-cotton-bamboo-tank#Moonbeam,voyager-stripe-crew#Stripe,hard
Alex,the-cotton-bamboo-tank#Moonbeam,makeover-blouse#LimeGreen,hard
Alex,the-cotton-bamboo-tank#Moonbeam,natural-detailed-sweater#Tinroof,random
Katie,foil-spot-tee-1#Navy,voyager-stripe-crew#Stripe,hard
Katie,foil-spot-tee-1#Navy,makeover-blouse#LimeGreen,hard
Katie,foil-spot-tee-1#Navy,not-today-buttoned-cardigan#Almond,random
Tia,capri-tank-3#Navy,the-panel-luxe-top#BlkWhite,hard
Tia,capri-tank-3#Navy,the-panel-luxe-top#SilvWhite,hard
Tia,capri-tank-3#Navy,paradise-top#Red,random
Jess,ditzy-floral-ruffle-blouse#DitzyFlora,cara-tee-2#Blush,hard
Jess,ditzy-floral-ruffle-blouse#DitzyFlora,cara-tee-2#WhiteBlk,hard
Jess,ditzy-floral-ruffle-blouse#DitzyFlora,tie-back-bell-sleeve-top-5#Summerbud,random
Bree,belle-half-sleeve-forgiver-tunic#Black,cara-tee-2#Blush,hard
Bree,belle-half-sleeve-forgiver-tunic#Black,cara-tee-2#WhiteBlk,hard
Bree,belle-half-sleeve-forgiver-tunic#Black,the-reversible-cowl-neck-top-1#Black,random
Riina,the-daily-cross-over-top#PinkPrint,voyager-stripe-crew#Stripe,hard
Riina,the-daily-cross-over-top#PinkPrint,makeover-blouse#LimeGreen,hard
Riina,the-daily-cross-over-top#PinkPrint,relaxed-top-1#FloraStrip,random
Amanda,the-asymmetrical-hem-sweater#Blush,natural-textured-poncho#Deeprain,hard
Amanda,the-asymmetrical-hem-sweater#Blush,voyager-stripe-crew#Stripe,hard
Amanda,the-asymmetrical-hem-sweater#Blush,the-long-sleeve-scoop-neck-tee#Navy,random
Jess,belle-flocked-tunic#White,cara-tee-2#Blush,hard
Jess,belle-flocked-tunic#White,cara-tee-2#WhiteBlk,hard
Jess,belle-flocked-tunic#White,grace-oversized-knit#Clay,random
Laura,the-drape-tee-1#Stripe,cara-tee-2#Blush,hard
Laura,the-drape-tee-1#Stripe,cara-tee-2#WhiteBlk,hard
Laura,the-drape-tee-1#Stripe,aida-long-tunic-shirt#AidaStripe,random
Laura,the-cotton-bamboo-tee#BlueJeans,cara-tee-2#Blush,hard
Laura,the-cotton-bamboo-tee#BlueJeans,cara-tee-2#WhiteBlk,hard
Laura,the-cotton-bamboo-tee#BlueJeans,cara-tee-4#White,random
Amanda,the-weekender-shirt#GreyStripe,natural-textured-poncho#Deeprain,hard
Amanda,the-weekender-shirt#GreyStripe,voyager-stripe-crew#Stripe,hard
Amanda,the-weekender-shirt#GreyStripe,multi-stripe-jumper#NavyMulti,random
Chelsea,2-in-1-layered-knit-top#Khaki,voyager-stripe-crew#Stripe,hard
Chelsea,2-in-1-layered-knit-top#Khaki,makeover-blouse#LimeGreen,hard
Chelsea,2-in-1-layered-knit-top#Khaki,the-blouson-sleeve-jumper#Grey,random
Fiona,long-sleeve-softly-swinging-bamboo-tee#SilverScon,natural-textured-poncho#Deeprain,hard
Fiona,long-sleeve-softly-swinging-bamboo-tee#SilverScon,wonderland-blouse#Ink,hard
Fiona,long-sleeve-softly-swinging-bamboo-tee#SilverScon,the-contrast-panel-top#BlkStripe,random
Mae-Lee,the-sleeveless-cross-over-blouse#White,side-buttoned-sweater#Buttoned,hard
Mae-Lee,the-sleeveless-cross-over-blouse#White,voyager-stripe-crew#Stripe,hard
Mae-Lee,the-sleeveless-cross-over-blouse#White,layered-sleeve-top#DarkBlue,random
Marnee,falling-for-you-cardi-2#WinterRose,natural-textured-poncho#Deeprain,hard
Marnee,falling-for-you-cardi-2#WinterRose,voyager-stripe-crew#Stripe,hard
Marnee,falling-for-you-cardi-2#WinterRose,the-lace-trim-top#Ivory,random
Laura,vivid-dreams-blouse#Dusty%20Rose,cara-tee-2#Blush,hard
Laura,vivid-dreams-blouse#Dusty%20Rose,cara-tee-2#WhiteBlk,hard
Laura,vivid-dreams-blouse#Dusty%20Rose,rib-tank-2#Navy,random
Amanda,the-on-or-off-the-shoulder-top#FrenchNavy,natural-textured-poncho#Deeprain,hard
Amanda,the-on-or-off-the-shoulder-top#FrenchNavy,voyager-stripe-crew#Stripe,hard
Amanda,the-on-or-off-the-shoulder-top#FrenchNavy,layered-top-2#White,random
Laura,sugar-snaps-layers-tank#DuckEgg,cara-tee-2#Blush,hard
Laura,sugar-snaps-layers-tank#DuckEgg,cara-tee-2#WhiteBlk,hard
Laura,sugar-snaps-layers-tank#DuckEgg,animal-knit-1#Animal,random
Jess,belle-v-neck-forgiver-tunic#BlueMarle,cara-tee-2#Blush,hard
Jess,belle-v-neck-forgiver-tunic#BlueMarle,cara-tee-2#WhiteBlk,hard
Jess,belle-v-neck-forgiver-tunic#BlueMarle,the-reversible-cowl-neck-top-2#Ocean,random
Stacey,layer-me-bamboo-rouched-sleeve-tee#Copper,makeover-blouse#LimeGreen,hard
Stacey,layer-me-bamboo-rouched-sleeve-tee#Copper,cara-tee-2#Blush,hard
Stacey,layer-me-bamboo-rouched-sleeve-tee#Copper,the-longline-cardi-1#Nude,random
Maddy,the-cross-over-blouse#RoyalBlue,natural-textured-poncho#Deeprain,hard
Maddy,the-cross-over-blouse#RoyalBlue,voyager-stripe-crew#Stripe,hard
Maddy,the-cross-over-blouse#RoyalBlue,raspberry-ls-tee#WhiteRaspb,random
Olivia,sugar-snaps-layers-tank#DeepCobalt,natural-textured-poncho#Deeprain,hard
Olivia,sugar-snaps-layers-tank#DeepCobalt,voyager-stripe-crew#Stripe,hard
Olivia,sugar-snaps-layers-tank#DeepCobalt,weekend-vibes-blouse#Blush,random
Laura,belle-off-the-shoulder-tee#Stripe,cara-tee-2#Blush,hard
Laura,belle-off-the-shoulder-tee#Stripe,cara-tee-2#WhiteBlk,hard
Laura,belle-off-the-shoulder-tee#Stripe,ivy-cosy-pullover#Blossom,random
Kate,the-cross-over-blouse#Blue,natural-textured-poncho#Deeprain,hard
Kate,the-cross-over-blouse#Blue,animal-button-up-shirt#KhakiPrint,hard
Kate,the-cross-over-blouse#Blue,milan-stretch-top#White,random
Summer,block-vest#Blockvest,voyager-stripe-crew#Stripe,hard
Summer,block-vest#Blockvest,natural-textured-poncho#Deeprain,hard
Summer,block-vest#Blockvest,the-open-sleeve-blouse#Berry,random
Chelsea,cross-over-top-with-pocket#NavyMustrd,voyager-stripe-crew#Stripe,hard
Chelsea,cross-over-top-with-pocket#NavyMustrd,makeover-blouse#LimeGreen,hard
Chelsea,cross-over-top-with-pocket#NavyMustrd,layered-sleeve-top#DarkBlue,random
Gemma,falling-for-you-cardi#Teal,voyager-stripe-crew#Stripe,hard
Gemma,falling-for-you-cardi#Teal,makeover-blouse#LimeGreen,hard
Gemma,falling-for-you-cardi#Teal,belle-half-sleeve-forgiver-tunic#Apricot,random
Palatina,falling-for-you-cardi#Khaki,cara-tee-2#Blush,hard
Palatina,falling-for-you-cardi#Khaki,cara-tee-2#WhiteBlk,hard
Palatina,falling-for-you-cardi#Khaki,the-reverse-sleeve-sweater#Navy,random
Denniel,the-batwing-tee#Sea,natural-textured-poncho#Deeprain,hard
Denniel,the-batwing-tee#Sea,voyager-stripe-crew#Stripe,hard
Denniel,the-batwing-tee#Sea,overlay-tunic-3-pce-set#Emerald,random
Natalia,the-cosy-cardigan#Blue,voyager-stripe-crew#Stripe,hard
Natalia,the-cosy-cardigan#Blue,makeover-blouse#LimeGreen,hard
Natalia,the-cosy-cardigan#Blue,layer-me-bamboo-rouched-sleeve-tee#Fern,random
Jess,the-drape-tee-1#White,cara-tee-2#Blush,hard
Jess,the-drape-tee-1#White,cara-tee-2#WhiteBlk,hard
Jess,the-drape-tee-1#White,block-sweater#Block,random
Georgia,falling-for-you-cardi#Mustard,voyager-stripe-crew#Stripe,hard
Georgia,falling-for-you-cardi#Mustard,makeover-blouse#LimeGreen,hard
Georgia,falling-for-you-cardi#Mustard,layered-tee-2#White,random
Anna,waterfall-cardi-1#Navy,voyager-stripe-crew#Stripe,hard
Anna,waterfall-cardi-1#Navy,makeover-blouse#LimeGreen,hard
Anna,waterfall-cardi-1#Navy,lazy-daze-tee#Khaki,random
Nadine,great-scot-merino-carcoat#Twilight,makeover-blouse#LimeGreen,hard
Nadine,great-scot-merino-carcoat#Twilight,pure-merino-fine-rib-v-neck#Charcoal,hard
Nadine,great-scot-merino-carcoat#Twilight,vivid-dreams-blouse#Dusty%20Rose,random
Mandy,monaco-sweater#BlackCream,voyager-stripe-crew#Stripe,hard
Mandy,monaco-sweater#BlackCream,makeover-blouse#LimeGreen,hard
Mandy,monaco-sweater#BlackCream,lucy-rib-oversized-top#WhiteGrey,random
Jess,falling-for-you-cardi-1#GreyGarden,cara-tee-2#Blush,hard
Jess,falling-for-you-cardi-1#GreyGarden,cara-tee-2#WhiteBlk,hard
Jess,falling-for-you-cardi-1#GreyGarden,the-soft-overlay-top#Pink,random
Mae-Lee,falling-for-you-cardi#Khaki,side-buttoned-sweater#Buttoned,hard
Mae-Lee,falling-for-you-cardi#Khaki,voyager-stripe-crew#Stripe,hard
Mae-Lee,falling-for-you-cardi#Khaki,dahlia-lace-trim-blouse#Dusk,random
Marnee,sugar-snaps-layers-tank#PeachyKeen,natural-textured-poncho#Deeprain,hard
Marnee,sugar-snaps-layers-tank#PeachyKeen,voyager-stripe-crew#Stripe,hard
Marnee,sugar-snaps-layers-tank#PeachyKeen,the-twist-front-top#Navy,random
Palatina,the-boat-neck-top-1#Ink,cara-tee-2#Blush,hard
Palatina,the-boat-neck-top-1#Ink,cara-tee-2#WhiteBlk,hard
Palatina,the-boat-neck-top-1#Ink,high-neck-tie-top#Black,random
Anna,layer-top-1#Navy,voyager-stripe-crew#Stripe,hard
Anna,layer-top-1#Navy,makeover-blouse#LimeGreen,hard
Anna,layer-top-1#Navy,the-tie-layering-knit#Grey,random
Laura,layer-top-1#Navy,cara-tee-2#Blush,hard
Laura,layer-top-1#Navy,cara-tee-2#WhiteBlk,hard
Laura,layer-top-1#Navy,vivian-blouse#Check,random
Natalia,the-contrast-knit-1#Navy,voyager-stripe-crew#Stripe,hard
Natalia,the-contrast-knit-1#Navy,makeover-blouse#LimeGreen,hard
Natalia,the-contrast-knit-1#Navy,analia-jersey-top#Navy,random
Riina,the-cotton-blend-stripe-jumper#BlueStripe,voyager-stripe-crew#Stripe,hard
Riina,the-cotton-blend-stripe-jumper#BlueStripe,makeover-blouse#LimeGreen,hard
Riina,the-cotton-blend-stripe-jumper#BlueStripe,the-pirate-in-me-shirt#White,random
Jess,long-sleeve-softly-swinging-bamboo-tee#SilverScon,cara-tee-2#Blush,hard
Jess,long-sleeve-softly-swinging-bamboo-tee#SilverScon,cara-tee-2#WhiteBlk,hard
Jess,long-sleeve-softly-swinging-bamboo-tee#SilverScon,clara-blouse#DarkFloral,random
Summer,magnolia-fields-keyhole-blouse#Magnolia,voyager-stripe-crew#Stripe,hard
Summer,magnolia-fields-keyhole-blouse#Magnolia,natural-textured-poncho#Deeprain,hard
Summer,magnolia-fields-keyhole-blouse#Magnolia,the-boat-neck-top-1#Ink,random
Fiona,natural-detailed-sweater#Tinroof,natural-textured-poncho#Deeprain,hard
Fiona,natural-detailed-sweater#Tinroof,wonderland-blouse#Ink,hard
Fiona,natural-detailed-sweater#Tinroof,bora-bora-layered-tank#BoraBora,random
